epoch,acc,loss
0,0.04288888943071167,13.346251614888509
1,0.038444444381942354,12.458649826049804
2,0.02888888878126939,12.389440790812175
3,0.04911111158629258,12.327000363667805
4,0.03666666711991032,12.299998092651368
5,0.04911111158629258,12.26548563639323
6,0.03733333358541131,12.270338185628255
7,0.04911111158629258,12.260466321309407
