0,0.6417545,5.724183
1,0.11841643,0.6552001
2,0.661392,0.6093704
3,0.71898305,0.6551939
4,0.7087176,0.6624094
5,0.7038852,0.6792196
6,0.7012257,0.7086709
7,0.70162255,0.7493297
8,0.7154249,0.7184179
9,0.69700426,0.73842365
10,0.6933981,0.7804296
11,0.6811221,0.811002
12,0.6921809,0.7351098
13,0.70372736,0.7350403
14,0.6914379,0.7187575
15,0.68942165,0.7130569
16,0.6933454,0.6947864
17,0.69973624,0.6767335
18,0.7007027,0.67133826
19,0.7062948,0.697683
20,0.6914149,0.6845863
21,0.6925703,0.6817672
22,0.6910009,0.68903244
23,0.68907046,0.69317734
24,0.6910604,0.6943742
25,0.6987421,0.69063395
26,0.6982205,0.7019459
27,0.6965592,0.7059413
28,0.69729275,0.70154
29,0.6980249,0.70364785
30,0.6954057,0.7135576
31,0.6897119,0.71950364
32,0.6891706,0.72070676
33,0.6915842,0.7056464
34,0.6923831,0.7103277
35,0.6946633,0.7207172
36,0.69496536,0.70530206
37,0.6946638,0.71160984
38,0.694119,0.6921948
39,0.6940864,0.69915926
40,0.6889696,0.70052147
41,0.6922684,0.70892584
42,0.69206536,0.70786947
43,0.692384,0.7016245
44,0.69281363,0.7150898
45,0.6913841,0.71930206
46,0.6871574,0.7256973
47,0.69399273,0.6871566
48,0.6852567,0.9622062
49,4.493569,1.0795357
50,0.74409854,0.08475323
51,1.3793743,1.4588544
52,0.8579433,0.3701171
53,0.7704233,0.941166
54,0.7147254,0.56812876
55,0.69976664,0.7928517
56,0.69365406,0.63103306
57,0.6921384,0.7570669
58,0.6900092,0.64743006
59,0.69088805,0.75330436
60,0.6904763,0.6390744
61,0.69053113,0.779757
62,0.69168293,0.5987363
63,0.69591665,0.85943186
64,0.701169,0.49367648
